research_area_id,member_id,area,normalized_area,sort_order,extraction_source,strict_extracted,permissive_extracted,permissive_only
rea_f9188e51fc,mem_d5f9a5e6ba,books and book chapters the fundamental cognitive model,books and book chapters the fundamental cognitive model,2,permissive_only,no,yes,yes
rea_2f846fe0d7,mem_d5f9a5e6ba,fundamental cognitive model,fundamental cognitive model,3,permissive_only,no,yes,yes
rea_1e07ff38c9,mem_d5f9a5e6ba,fundamental cognitive model. . keith stephen dobson,fundamental cognitive model keith stephen dobson,4,permissive_only,no,yes,yes
rea_61589650f8,mem_d5f9a5e6ba,adverse childhood experiences and their long-term implications for the prevention of adult health problems,adverse childhood experiences and their long term implications for the prevention of adult health problems,5,permissive_only,no,yes,yes
rea_ceb10bb898,mem_d5f9a5e6ba,inquiring mind: a new program to address mental health in post secondary settings,inquiring mind a new program to address mental health in post secondary settings,6,permissive_only,no,yes,yes
rea_2e69b3c4bb,mem_d5f9a5e6ba,promoting mental health in the workplace,promoting mental health in the workplace,7,permissive_only,no,yes,yes
rea_647f39da14,mem_a2b493336b,mild traumatic brain injury (tbi),mild traumatic brain injury tbi,0,both,yes,yes,no
rea_465a0efd3f,mem_a2b493336b,childhood brain injury,childhood brain injury,1,both,yes,yes,no
rea_df2c224224,mem_414b7b0e40,family systems,family systems,2,both,yes,yes,no
rea_eace8a4f67,mem_414b7b0e40,positive youth development,positive youth development,3,both,yes,yes,no
rea_9b1fa585c9,mem_414b7b0e40,adolescent development,adolescent development,5,both,yes,yes,no
rea_5f82dcc2f8,mem_414b7b0e40,child development,child development,6,both,yes,yes,no
rea_80ba046f52,mem_414b7b0e40,international child development,international child development,7,both,yes,yes,no
rea_3035239248,mem_414b7b0e40,international community development,international community development,11,both,yes,yes,no
rea_c5dacfea13,mem_414b7b0e40,family psychology,family psychology,12,both,yes,yes,no
rea_59dd302e17,mem_414b7b0e40,social development,social development,14,both,yes,yes,no
rea_ccc6e42a56,mem_414b7b0e40,media studies and literacy,media studies and literacy,16,both,yes,yes,no
rea_db16f9ce87,mem_414b7b0e40,school-based mental health,school based mental health,17,both,yes,yes,no
rea_7dd2cd84d3,mem_414b7b0e40,child and family stress,child and family stress,18,both,yes,yes,no
rea_b60f5c0822,mem_414b7b0e40,youth mental health,youth mental health,84,both,yes,yes,no
rea_ed40d238d5,mem_414b7b0e40,developmental assets,developmental assets,88,both,yes,yes,no
rea_7795139845,mem_414b7b0e40,psychosocial factors contributing to child,psychosocial factors contributing to child,89,both,yes,yes,no
rea_17c9aa4c97,mem_414b7b0e40,family development,family development,90,both,yes,yes,no
rea_aae8270834,mem_414b7b0e40,social contexts,social contexts,92,both,yes,yes,no
rea_d75398c5fa,mem_414b7b0e40,post-traumatic stress disorder,post traumatic stress disorder,95,both,yes,yes,no
rea_6122500a84,mem_414b7b0e40,social support,social support,100,both,yes,yes,no
rea_87f0b87c4f,mem_414b7b0e40,screening student resiliency and mental health indicators during school re-entry,screening student resiliency and mental health indicators during school re entry,11,permissive_only,no,yes,yes
rea_da002b733d,mem_414b7b0e40,"($170,329) child health and wellness grand challenge catalyst grant (achri",170 329 child health and wellness grand challenge catalyst grant achri,12,permissive_only,no,yes,yes
rea_505523482b,mem_414b7b0e40,covid-19 variant supplement - screening student resiliency and mental health indicators during school re-entry,covid 19 variant supplement screening student resiliency and mental health indicators during school re entry,13,permissive_only,no,yes,yes
rea_ed67dc1928,mem_414b7b0e40,"($49,063) canadian insititutes of military and veteran health research (cimvhr",49 063 canadian insititutes of military and veteran health research cimvhr,14,permissive_only,no,yes,yes
rea_12c336b2e0,mem_414b7b0e40,supporting psychological health in first responders (sphifr,supporting psychological health in first responders sphifr,15,permissive_only,no,yes,yes
rea_6f9756228c,mem_414b7b0e40,"support for youth living in police families. ($163,830)",support for youth living in police families 163 830,16,permissive_only,no,yes,yes
rea_f2efc66393,mem_414b7b0e40,canadian institutes of health research team grant (cihr,canadian institutes of health research team grant cihr,17,permissive_only,no,yes,yes
rea_c25ca3f48e,mem_414b7b0e40,decision-making among canadian youth: survey,decision making among canadian youth survey,18,permissive_only,no,yes,yes
rea_aade3d87a6,mem_414b7b0e40,"intervention development. ($170,329)",intervention development 170 329,19,permissive_only,no,yes,yes
rea_0947c1f2cb,mem_414b7b0e40,child health,child health,20,permissive_only,no,yes,yes
rea_80fb80ee98,mem_414b7b0e40,social policy,social policy,21,permissive_only,no,yes,yes
rea_6b51d9b36d,mem_414b7b0e40,service delivery with child health,service delivery with child health,22,permissive_only,no,yes,yes
rea_9ca731d74f,mem_414b7b0e40,child health and wellness grand challenge catalyst grant (achri,child health and wellness grand challenge catalyst grant achri,23,permissive_only,no,yes,yes
rea_cac6fbd712,mem_414b7b0e40,veteran health research (cimvhr,veteran health research cimvhr,24,permissive_only,no,yes,yes
rea_8e642e3324,mem_414b7b0e40,canadian insititutes of military and veteran health research (cimvhr,canadian insititutes of military and veteran health research cimvhr,25,permissive_only,no,yes,yes
rea_a166ca3fc2,mem_414b7b0e40,journal of military and veterans’ health,journal of military and veterans health,29,permissive_only,no,yes,yes
rea_8db5631f64,mem_414b7b0e40,journal of adolescent health,journal of adolescent health,30,permissive_only,no,yes,yes
rea_62c145e809,mem_414b7b0e40,"journal of military, veteran and family health, 7(1)",journal of military veteran and family health 7 1,31,permissive_only,no,yes,yes
rea_45e4d04ab8,mem_414b7b0e40,"jmir mental health, 8(9)",jmir mental health 8 9,32,permissive_only,no,yes,yes
rea_b50a5fbec8,mem_414b7b0e40,military behavioral health,military behavioral health,33,permissive_only,no,yes,yes
rea_7c82fa052e,mem_414b7b0e40,"journal of military, veteran and family health, 2(2)",journal of military veteran and family health 2 2,34,permissive_only,no,yes,yes
rea_6641d5f2f6,mem_414b7b0e40,youth health,youth health,35,permissive_only,no,yes,yes
rea_2540c0ce30,mem_414b7b0e40,cultivating family resiliency in the context of military-to-civilian transition and mental health problems,cultivating family resiliency in the context of military to civilian transition and mental health problems,36,permissive_only,no,yes,yes
rea_c5ace64e28,mem_414b7b0e40,student well-being: stress,student well being stress,37,permissive_only,no,yes,yes
rea_b39acfc0da,mem_414b7b0e40,mental health during return-to-school. . schwartz,mental health during return to school schwartz,38,permissive_only,no,yes,yes
rea_844c11e846,mem_414b7b0e40,covid-19 and student well-being: stress and mental health during return-to-school,covid 19 and student well being stress and mental health during return to school,39,permissive_only,no,yes,yes
rea_d59a6b4fa3,mem_414b7b0e40,mental health during return-to-school,mental health during return to school,40,permissive_only,no,yes,yes
rea_55b98662eb,mem_414b7b0e40,family health,family health,41,permissive_only,no,yes,yes
rea_08fc4f3d05,mem_414b7b0e40,p. . jmir mental health,p jmir mental health,42,permissive_only,no,yes,yes
rea_42438ab886,mem_414b7b0e40,how military life affects us all: the mental health of military children,how military life affects us all the mental health of military children,43,permissive_only,no,yes,yes
rea_36fc1ec1cf,mem_414b7b0e40,adolescent wellbeing: student stress,adolescent wellbeing student stress,44,permissive_only,no,yes,yes
rea_e4c2047ed7,mem_414b7b0e40,mental health,mental health,45,permissive_only,no,yes,yes
rea_8099e6a849,mem_414b7b0e40,resilience during a pandemic,resilience during a pandemic,46,permissive_only,no,yes,yes
rea_bf22d77b65,mem_414b7b0e40,"covid-19 and adolescent wellbeing: student stress, mental health, and resilience during a pandemic",covid 19 and adolescent wellbeing student stress mental health and resilience during a pandemic,47,permissive_only,no,yes,yes
rea_778f2ff215,mem_414b7b0e40,student health and wellbeing during a pandemic,student health and wellbeing during a pandemic,48,permissive_only,no,yes,yes
rea_65819b01c8,mem_414b7b0e40,student health,student health,49,permissive_only,no,yes,yes
rea_4353f4186d,mem_414b7b0e40,student mental health in metropolitan school districts,student mental health in metropolitan school districts,50,permissive_only,no,yes,yes
rea_e7ef8455c4,mem_414b7b0e40,school reopening and student mental health in metropolitan school districts,school reopening and student mental health in metropolitan school districts,51,permissive_only,no,yes,yes
rea_71b2af1939,mem_414b7b0e40,mental illness,mental illness,52,permissive_only,no,yes,yes
rea_41b8ee125d,mem_414b7b0e40,"lived experience of first responder families: risks of stress, mental illness, and familial conflict",lived experience of first responder families risks of stress mental illness and familial conflict,53,permissive_only,no,yes,yes
rea_9d2a1af7ed,mem_414b7b0e40,policy development.. k . smith-evans,policy development k smith evans,54,permissive_only,no,yes,yes
rea_d43e2f7122,mem_414b7b0e40,military-to-civilian transition: implications for program and policy development,military to civilian transition implications for program and policy development,55,permissive_only,no,yes,yes
rea_b2080fdf68,mem_414b7b0e40,policy development,policy development,56,permissive_only,no,yes,yes
rea_7353c69a7d,mem_414b7b0e40,veterans with mental health problems,veterans with mental health problems,57,permissive_only,no,yes,yes
rea_4b6c430b66,mem_414b7b0e40,"military strong: canadian armed forces families, veterans with mental health problems,and military-to-civilian transition",military strong canadian armed forces families veterans with mental health problems and military to civilian transition,58,permissive_only,no,yes,yes
rea_9bb8dff3dc,mem_414b7b0e40,exploring self-compassion as a developmental strength,exploring self compassion as a developmental strength,59,permissive_only,no,yes,yes
rea_66e9198175,mem_414b7b0e40,social media,social media,60,permissive_only,no,yes,yes
rea_5a6a06b403,mem_414b7b0e40,adolescent mental health,adolescent mental health,61,permissive_only,no,yes,yes
rea_9682562e60,mem_414b7b0e40,"social media, adolescent mental health, and the school psychologist",social media adolescent mental health and the school psychologist,62,permissive_only,no,yes,yes
rea_814eb17eab,mem_414b7b0e40,qualitative study on mental health of military families in transition to civilian life,qualitative study on mental health of military families in transition to civilian life,63,permissive_only,no,yes,yes
rea_47a81b5507,mem_414b7b0e40,military parent mental health,military parent mental health,64,permissive_only,no,yes,yes
rea_d0e78262d8,mem_414b7b0e40,military parent mental health and child functioning,military parent mental health and child functioning,65,permissive_only,no,yes,yes
rea_b774ea35ac,mem_414b7b0e40,resilience in military children: developmental strengths,resilience in military children developmental strengths,66,permissive_only,no,yes,yes
rea_4756a1dc32,mem_414b7b0e40,resilience in military children: developmental strengths and school performance,resilience in military children developmental strengths and school performance,67,permissive_only,no,yes,yes
rea_0ca7092d7e,mem_414b7b0e40,examining the developmental strengths ofchildren from military families,examining the developmental strengths ofchildren from military families,68,permissive_only,no,yes,yes
rea_c1e596df75,mem_414b7b0e40,resilience during school re-entry . schwartz,resilience during school re entry schwartz,69,permissive_only,no,yes,yes
rea_94792d3ad0,mem_414b7b0e40,review of mental health support for veteran families: a demographic profile,review of mental health support for veteran families a demographic profile,70,permissive_only,no,yes,yes
rea_6f54b9a9a1,mem_414b7b0e40,in the news now innovating: supporting the mental health of first responder families,in the news now innovating supporting the mental health of first responder families,71,permissive_only,no,yes,yes
rea_e736cd1036,mem_414b7b0e40,now innovating: supporting the mental health of first responder families,now innovating supporting the mental health of first responder families,72,permissive_only,no,yes,yes
rea_6c5e4d896d,mem_599092b85f,stroke,stroke,0,both,yes,yes,no
rea_8afd0434b1,mem_599092b85f,therapeutic effectiveness,therapeutic effectiveness,1,both,yes,yes,no
rea_09d945f3bc,mem_599092b85f,neuroscience and rehabilitation,neuroscience and rehabilitation,2,both,yes,yes,no
rea_d2ab485084,mem_599092b85f,chronic disease,chronic disease,3,permissive_only,no,yes,yes
rea_410d9efb51,mem_9211234ed6,behavioural ecology of stress,behavioural ecology of stress,0,both,yes,yes,no
rea_f755a2fc11,mem_9211234ed6,suppress ltm formation depending on bothe the stressor,suppress ltm formation depending on bothe the stressor,1,both,yes,yes,no
rea_fb883a82fb,mem_9211234ed6,patan academy of health sciences in kathmandu,patan academy of health sciences in kathmandu,3,both,yes,yes,no
rea_951e38f121,mem_9211234ed6,behavioural ecology of stress activities dr,behavioural ecology of stress activities dr,9,both,yes,yes,no
rea_20eb784477,mem_9211234ed6,stress,stress,17,both,yes,yes,no
rea_5d725ef304,mem_9211234ed6,configural learning,configural learning,18,both,yes,yes,no
rea_d824baf7f8,mem_9211234ed6,lymnaea stagnalis . stress can either enhance,lymnaea stagnalis stress can either enhance,1,permissive_only,no,yes,yes
rea_52e62949af,mem_9211234ed6,projects stress,projects stress,5,permissive_only,no,yes,yes
rea_a87e191e61,mem_9211234ed6,"projects stress, learning and memory",projects stress learning and memory,7,permissive_only,no,yes,yes
rea_39b6291928,mem_9211234ed6,configural learning and transforming a predator-naive strain into a predator-experienced strain,configural learning and transforming a predator naive strain into a predator experienced strain,8,permissive_only,no,yes,yes
rea_5bec665734,mem_9211234ed6,"stress, learning and memory",stress learning and memory,10,permissive_only,no,yes,yes
rea_a36b611930,mem_9211234ed6,learning and memory,learning and memory,11,permissive_only,no,yes,yes
rea_74c017c703,mem_bb77b86a3f,clinical reasoning,clinical reasoning,1,both,yes,yes,no
rea_4cc8944254,mem_bb77b86a3f,functional magnetic resonance imaging,functional magnetic resonance imaging,4,both,yes,yes,no
rea_8f46810598,mem_bb77b86a3f,2) assessment of student/trainee competency development across the health care continuum,2 assessment of student trainee competency development across the health care continuum,2,permissive_only,no,yes,yes
rea_4a393eeb2d,mem_bb77b86a3f,cost-effectiveness analysis of workplace-based distributed cpr training in pediatric healthcare providers,cost effectiveness analysis of workplace based distributed cpr training in pediatric healthcare providers,3,permissive_only,no,yes,yes
