normalized_area,display_area,total_appearances,member_count,member_names
medical institutions to conduct a clinical trial,medical institutions to conduct a clinical trial,1,1,Mark Giles Hamilton
2 unrecognized congenital patients with imaging features,2) unrecognized congenital—patients with imaging features,1,1,Mark Giles Hamilton
imaging studies,imaging studies,1,1,Mark Giles Hamilton
adult hydrocephalus clinical research network,adult hydrocephalus clinical research network,1,1,Mark Giles Hamilton
adult hydrocephalus clinical research network ahcrn,adult hydrocephalus clinical research network (ahcrn),1,1,Mark Giles Hamilton
uncovering new treatments for brain injury,uncovering new treatments for brain injury,1,1,Maryam Faiz
how gut derived signals can influence their responses,how gut-derived signals can influence their responses,1,1,Maryam Faiz
hypoxic injury,hypoxic injury,1,1,Mary Dunbar
fetal neurology,fetal neurology,1,1,Mary Dunbar
perinatal brain injury,perinatal brain injury,1,1,Mary Dunbar
endocannabinoid system in the regulation of stress,endocannabinoid system in the regulation of stress,1,1,Matthew Hill
hill lab uses a range of cellular,hill lab uses a range of cellular,1,1,Matthew Hill
cerebrovascular imaging,cerebrovascular imaging,1,1,Ethan MacDonald
lab emphasizes skill development in programming scientific writing and presentation,"lab emphasizes skill development in programming, scientific writing, and presentation",1,1,Ethan MacDonald
we foster a collaborative inclusive environment with a healthy work life balance,"we foster a collaborative, inclusive environment with a healthy work-life balance",1,1,Ethan MacDonald
lab emphasizes skill development in programming,lab emphasizes skill development in programming,1,1,Ethan MacDonald
inclusive environment with a healthy work life balance,inclusive environment with a healthy work-life balance,1,1,Ethan MacDonald
diagnostic imaging,diagnostic imaging,1,1,Mayank Goyal
social relationships in physical activity,social relationships in physical activity,1,1,Meghan McDonough
exercise and sport psychology,exercise and sport psychology,1,1,Meghan McDonough
health exercise and sport psychology dr,"health, exercise and sport psychology dr",1,1,Meghan McDonough
health exercise and sport psychology,"health, exercise and sport psychology",1,1,Meghan McDonough
research health exercise and sport psychology dr,"research health, exercise and sport psychology dr",1,1,Meghan McDonough
funded by the social sciences,funded by the social sciences,1,1,Meghan McDonough
social outcomes in older adults,social outcomes in older adults,1,1,Meghan McDonough
what social supports keep older adults physically active,what social supports keep older adults physically active,1,1,Meghan McDonough
sleep quality,sleep quality,1,1,Melanie Noel
health related quality of life in pediatric all survivors,health-related quality of life in pediatric all survivors,1,1,Melanie Noel
many of these recommendations were adopted by the world health organization,many of these recommendations were adopted by the world health organization,1,1,Melanie Noel
european health psychology society,european health psychology society,1,1,Melanie Noel
iwk health centre,iwk health centre,1,1,Melanie Noel
ethical acceptability of deception in pediatric psychology research,ethical acceptability of deception in pediatric psychology research,1,1,Melanie Noel
positive influences on mental,positive influences on mental,1,1,Melanie Rock
social well being,social well-being,1,1,Melanie Rock
in the news healthy publics,in the news healthy publics,1,1,Melanie Rock
healthy publics,healthy publics,1,1,Melanie Rock
interventional neuroradiology procedures,interventional neuroradiology procedures,1,1,Melinda Jane Davis
study of synaptic physiology,study of synaptic physiology,1,1,Michael Adrian Colicos
developmental synaptogenesis,developmental synaptogenesis,1,1,Michael Adrian Colicos
neuronal circuit formation,neuronal circuit formation,1,1,Michael Adrian Colicos
developmental synaptogenesis structural synaptic plasticity and neuronal circuit formation,"developmental synaptogenesis, structural synaptic plasticity, and neuronal circuit formation",1,1,Michael Adrian Colicos
engineering ties also include the development of nano materials,engineering ties also include the development of nano-materials,1,1,Michael Adrian Colicos
circadian clock controls easily measurable behavioral,circadian clock controls easily measurable behavioral,1,1,Michael Christopher Antle
this experimental model is ideal for,this experimental model is ideal for,1,1,Michael Christopher Antle
neurocritical care,neurocritical care,1,1,Michael Esser
pediatric brain injury,pediatric brain injury,1,1,Michael Esser
factors affecting selective cellular vulnerability to injury,factors affecting selective cellular vulnerability to injury,1,1,Michael Esser
environmental risk modifiiers,"""environmental"" risk modifiiers",1,1,Michael Esser
effect of cns injury at the cellular,effect of cns injury at the cellular,1,1,Michael Esser
environmental physical,environmental (physical,1,1,Michael Esser
promote development of novel markers of injury trajectory,"promote development of novel markers of ""injury"" trajectory",1,1,Michael Esser
genetic and environmental risk modifiiers,"genetic and ""environmental"" risk modifiiers",1,1,Michael Esser
genetic and environmental physical social psychological and biological risk modifiers,"genetic and environmental (physical, social, psychological, and biological) risk modifiers",1,1,Michael Esser
environmental physical social psychological,"environmental (physical, social, psychological",1,1,Michael Esser
protein phosphorylation,protein phosphorylation,1,1,Michael Patrick Walsh
previously identified rare genetic syndromes,previously identified rare genetic syndromes,1,1,Micheil Innes
identifying the molecular basis of rare genetic disease,identifying the molecular basis of rare genetic disease,1,1,Micheil Innes
clinical genetics of canadian founder populations,clinical genetics of canadian founder populations,1,1,Micheil Innes
clinical translation of research findings,clinical translation of research findings,1,1,Micheil Innes
overall aim of my clinical,overall aim of my clinical,1,1,Micheil Innes
non specialist physicians on recognition of rare diseases,non- specialist physicians on recognition of rare diseases,1,1,Micheil Innes
gut microbiome brain axis,gut microbiome-brain axis,1,1,Minh Dang Nguyen
amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,1,1,Minh Dang Nguyen
gut microbiome brain axis in als,gut microbiome-brain axis in als,1,1,Minh Dang Nguyen
hyper somnolence disorders,hyper somnolence disorders,1,1,Mohammad Hajiazim
endovascular thrombectomy,endovascular thrombectomy,1,1,Mohammed Almekhlafi
brain aneurysms,brain aneurysms,1,1,Mohammed Almekhlafi
novel imaging,novel imaging,1,1,Mohammed Almekhlafi
therapeutic techniques,therapeutic techniques,1,1,Mohammed Almekhlafi
studying selective brain hypothermia,studying selective brain hypothermia,1,1,Mohammed Almekhlafi
its neuroprotective effects,its neuroprotective effects,1,1,Mohammed Almekhlafi
its potential neuroprotective effects,its potential neuroprotective effects,1,1,Mohammed Almekhlafi
health inequity,health inequity,1,1,Monty Ghosh
high acuity service utilization,high-acuity service utilization,1,1,Monty Ghosh
healthcare and homelessness,healthcare and homelessness,1,1,Monty Ghosh
health and corrections,health and corrections,1,1,Monty Ghosh
work has been supported by health canada,work has been supported by health canada,1,1,Monty Ghosh
alberta health,alberta health,1,1,Monty Ghosh
canadian institutes of health research,canadian institutes of health research,1,1,Monty Ghosh
strengthening health equity,strengthening health equity,1,1,Monty Ghosh
work emphasizes pragmatic implementation testing interventions in real world clinical and community settings and generating data,work emphasizes pragmatic implementation—testing interventions in real-world clinical and community settings and generating data,1,1,Monty Ghosh
work examines how structural determinants such as housing precarity and justice involvement shape health outcomes,work examines how structural determinants—such as housing precarity and justice involvement—shape health outcomes,1,1,Monty Ghosh
across his research portfolio equity stigma reduction and community partnership are foundational principles,"across his research portfolio, equity, stigma reduction, and community partnership are foundational principles",1,1,Monty Ghosh
